tf_name	target_name	start_position	end_position	direction	binding_score	p_value	binding_sites
abd-A	Or43b	3810059	3810359	(-)	1246.78	0.000117	3810133:1246.78:0.000117
abd-A	CG10721	20091184	20091484	(+)	941.22	0.000600	20091232:941.22:0.000600
abd-A	CG14556	21952130	21952430	(+)	852.10	0.000987	21952343:852.10:0.000987
abd-A	Sec61alpha	6480416	6480716	(-)	864.83	0.000795	6480651:864.83:0.000795
abd-A	CG1428	21906038	21906338	(+)	1030.34	0.000308	21906086:1030.34:0.000308 21906211:1030.34:0.000308 21906168:852.10:0.000987
abd-A	Ssl1	22872095	22872395	(+)	941.22	0.000600	22872270:941.22:0.000600 22872283:941.22:0.000600
abd-A	Updo	5471897	5472197	(+)	1030.34	0.000308	5472100:1030.34:0.000308 5471959:852.10:0.000987
abd-A	CG43798	4646800	4647100	(+)	953.95	0.000404	4646961:953.95:0.000404 4646935:864.83:0.000795
abd-A	CG5116	21308569	21308869	(+)	1246.78	0.000117	21308863:1246.78:0.000117 21308728:941.22:0.000600
abd-A	Atg4b	11182596	11182896	(-)	941.22	0.000600	11182693:941.22:0.000600
abd-A	CG42715	10526459	10526759	(+)	941.22	0.000600	10526578:941.22:0.000600 10526707:852.10:0.000987
abd-A	CG11180	16510884	16511184	(-)	1246.78	0.000117	16511071:1246.78:0.000117
abd-A	CG17221	3039725	3040025	(+)	1246.78	0.000117	3039811:1246.78:0.000117 3039957:941.22:0.000600
abd-A	CG32808	1363800	1364100	(-)	941.22	0.000600	1363801:941.22:0.000600
abd-A	CG42307	7321981	7322281	(+)	953.95	0.000404	7322159:953.95:0.000404
abd-A	CG2993	3635686	3635986	(-)	941.22	0.000600	3635889:941.22:0.000600
abd-A	mtd	1124449	1124749	(-)	1157.66	0.000213	1124690:1157.66:0.000213 1124704:852.10:0.000987
abd-A	CG33177	14975149	14975449	(+)	1246.78	0.000117	14975180:1246.78:0.000117
abd-A	alrm	21208453	21208753	(-)	852.10	0.000987	21208670:852.10:0.000987
abd-A	CG2258	7995437	7995737	(-)	852.10	0.000987	7995457:852.10:0.000987
abd-A	nito	3849717	3850017	(+)	852.10	0.000987	3849761:852.10:0.000987
abd-A	app	12259891	12260191	(-)	1246.78	0.000117	12260064:1246.78:0.000117
abd-A	Irbp	7235518	7235818	(+)	864.83	0.000795	7235661:864.83:0.000795
abd-A	CG43668	16679647	16679947	(-)	864.83	0.000795	16679758:864.83:0.000795
abd-A	CG9953	6962507	6962807	(+)	1157.66	0.000213	6962678:1157.66:0.000213 6962669:852.10:0.000987
abd-A	ana	4949549	4949849	(+)	1157.66	0.000213	4949764:1157.66:0.000213
abd-A	Gale	648523	648823	(+)	864.83	0.000795	648560:864.83:0.000795
abd-A	CG9425	14784286	14784586	(+)	864.83	0.000795	14784529:864.83:0.000795
abd-A	CG10470	19048825	19049125	(+)	1157.66	0.000213	19049108:1157.66:0.000213 19048970:941.22:0.000600
abd-A	spag4	11611722	11612022	(-)	864.83	0.000795	11611860:864.83:0.000795
abd-A	ERR	8179721	8180021	(-)	941.22	0.000600	8179949:941.22:0.000600
abd-A	CG43084	15643701	15644001	(+)	1246.78	0.000117	15643818:1246.78:0.000117
abd-A	IntS2	17550801	17551101	(-)	941.22	0.000600	17550896:941.22:0.000600 17550904:941.22:0.000600
abd-A	Burs	17594989	17595289	(+)	941.22	0.000600	17595136:941.22:0.000600
abd-A	CG7120	8388849	8389149	(+)	852.10	0.000987	8388927:852.10:0.000987
abd-A	CG1317	2371889	2372189	(-)	1157.66	0.000213	2372133:1157.66:0.000213
abd-A	CG42708	8564049	8564349	(-)	864.83	0.000795	8564169:864.83:0.000795
abd-A	CG44406	16982251	16982551	(-)	1246.78	0.000117	16982253:1246.78:0.000117 16982370:1246.78:0.000117 16982461:864.83:0.000795
abd-A	CG7550	8117581	8117881	(-)	1030.34	0.000308	8117742:1030.34:0.000308 8117731:941.22:0.000600 8117705:852.10:0.000987
abd-A	CG4365	20791531	20791831	(+)	941.22	0.000600	20791636:941.22:0.000600
abd-A	mthl14	247240	247540	(+)	953.95	0.000404	247420:953.95:0.000404
abd-A	Sry-delta	25868812	25869112	(+)	941.22	0.000600	25868955:941.22:0.000600
abd-A	CG11598	8460388	8460688	(+)	1157.66	0.000213	8460465:1157.66:0.000213
abd-A	CG18731	25550498	25550798	(+)	953.95	0.000404	25550718:953.95:0.000404 25550739:864.83:0.000795
abd-A	CG8757	13835290	13835590	(-)	1246.78	0.000117	13835505:1246.78:0.000117 13835399:953.95:0.000404
abd-A	CG10931	13636189	13636489	(+)	1157.66	0.000213	13636263:1157.66:0.000213 13636300:864.83:0.000795
abd-A	mgr	7235547	7235847	(-)	864.83	0.000795	7235661:864.83:0.000795
abd-A	CG32081	11020428	11020728	(+)	864.83	0.000795	11020491:864.83:0.000795
abd-A	Prx6005	2878182	2878482	(-)	852.10	0.000987	2878422:852.10:0.000987
abd-A	snk	8867414	8867714	(-)	1246.78	0.000117	8867671:1246.78:0.000117
abd-A	CG5707	2192171	2192471	(-)	941.22	0.000600	2192462:941.22:0.000600
abd-A	Bap55	13318418	13318718	(-)	941.22	0.000600	13318605:941.22:0.000600
abd-A	Oatp58Dc	18116029	18116329	(-)	852.10	0.000987	18116292:852.10:0.000987
abd-A	CG42794	5590905	5591205	(+)	864.83	0.000795	5590947:864.83:0.000795
abd-A	CG10483	5914366	5914666	(-)	941.22	0.000600	5914626:941.22:0.000600
abd-A	qin	14416498	14416798	(+)	864.83	0.000795	14416507:864.83:0.000795
abd-A	CG15529	25977530	25977830	(+)	1246.78	0.000117	25977684:1246.78:0.000117
abd-A	CG14689	6536920	6537220	(-)	864.83	0.000795	6536944:864.83:0.000795
abd-A	CG13516	18556399	18556699	(+)	1030.34	0.000308	18556677:1030.34:0.000308 18556578:953.95:0.000404
abd-A	CG11723	2147225	2147525	(-)	953.95	0.000404	2147279:953.95:0.000404 2147390:941.22:0.000600
abd-A	CG2082	1606748	1607048	(-)	941.22	0.000600	1606953:941.22:0.000600
abd-A	Cbp80	4543797	4544097	(+)	953.95	0.000404	4543961:953.95:0.000404
abd-A	l(3)neo43	11104340	11104640	(-)	941.22	0.000600	11104485:941.22:0.000600
abd-A	CG9003	7533684	7533984	(-)	953.95	0.000404	7533955:953.95:0.000404 7533790:941.22:0.000600 7533896:941.22:0.000600
abd-A	CG3437	9450719	9451019	(-)	941.22	0.000600	9450911:941.22:0.000600 9450831:864.83:0.000795
abd-A	gammaCOP	27397614	27397914	(+)	953.95	0.000404	27397726:953.95:0.000404
abd-A	CG10734	12046249	12046549	(-)	864.83	0.000795	12046250:864.83:0.000795
abd-A	MEP-1	2635511	2635811	(+)	953.95	0.000404	2635613:953.95:0.000404
abd-A	pcs	10868517	10868817	(+)	953.95	0.000404	10868628:953.95:0.000404
abd-A	CG32762	5395180	5395480	(-)	1246.78	0.000117	5395355:1246.78:0.000117
abd-A	CG5107	21330662	21330962	(+)	953.95	0.000404	21330923:953.95:0.000404
abd-A	CG8038	7971700	7972000	(-)	1246.78	0.000117	7971865:1246.78:0.000117 7971852:864.83:0.000795
abd-A	twf	9948125	9948425	(+)	1246.78	0.000117	9948266:1246.78:0.000117
abd-A	CG12288	16902168	16902468	(-)	941.22	0.000600	16902303:941.22:0.000600
abd-A	CG8336	9622821	9623121	(+)	852.10	0.000987	9622948:852.10:0.000987
abd-A	CG32985	8962282	8962582	(+)	1030.34	0.000308	8962372:1030.34:0.000308
abd-A	CG4019	19497014	19497314	(-)	852.10	0.000987	19497280:852.10:0.000987
abd-A	CG31275	12577006	12577306	(-)	1246.78	0.000117	12577201:1246.78:0.000117
abd-A	c11.1	9177100	9177400	(-)	941.22	0.000600	9177325:941.22:0.000600
abd-A	CG13358	698904	699204	(-)	953.95	0.000404	699110:953.95:0.000404
abd-A	CG12680	4891223	4891523	(+)	941.22	0.000600	4891314:941.22:0.000600
abd-A	CG34210	19238790	19239090	(+)	864.83	0.000795	19238836:864.83:0.000795
abd-A	CG10904	19857546	19857846	(-)	852.10	0.000987	19857678:852.10:0.000987
abd-A	CG31320	10187458	10187758	(-)	1030.34	0.000308	10187644:1030.34:0.000308 10187720:852.10:0.000987
abd-A	Vm34Ca	13411581	13411881	(-)	1157.66	0.000213	13411860:1157.66:0.000213
abd-A	CG5514	23763716	23764016	(+)	864.83	0.000795	23763721:864.83:0.000795
abd-A	CG12914	6135068	6135368	(+)	852.10	0.000987	6135079:852.10:0.000987
abd-A	CG16700	16985636	16985936	(+)	852.10	0.000987	16985676:852.10:0.000987
abd-A	isoQC	20467811	20468111	(+)	941.22	0.000600	20467821:941.22:0.000600 20467903:941.22:0.000600
abd-A	Faa	4073904	4074204	(-)	953.95	0.000404	4074071:953.95:0.000404
abd-A	CG5621	16727427	16727727	(+)	1246.78	0.000117	16727509:1246.78:0.000117 16727448:1030.34:0.000308
abd-A	CycT	17548881	17549181	(-)	864.83	0.000795	17549095:864.83:0.000795
abd-A	CG8009	10630995	10631295	(+)	1246.78	0.000117	10631050:1246.78:0.000117
abd-A	phr6-4	20645741	20646041	(-)	864.83	0.000795	20645873:864.83:0.000795
abd-A	CG11170	18070334	18070634	(-)	1157.66	0.000213	18070469:1157.66:0.000213 18070527:1157.66:0.000213 18070413:864.83:0.000795
abd-A	CG5065	12495285	12495585	(+)	864.83	0.000795	12495481:864.83:0.000795
abd-A	Smg5	13904611	13904911	(-)	852.10	0.000987	13904848:852.10:0.000987 13904880:852.10:0.000987
abd-A	Egm	7506478	7506778	(-)	852.10	0.000987	7506662:852.10:0.000987
abd-A	scpr-A	7066654	7066954	(+)	864.83	0.000795	7066691:864.83:0.000795
abd-A	CG10592	5588322	5588622	(-)	1246.78	0.000117	5588497:1246.78:0.000117
abd-A	DNApol-gamma35	13833055	13833355	(-)	1246.78	0.000117	13833218:1246.78:0.000117
abd-A	tau	23482467	23482767	(-)	864.83	0.000795	23482740:864.83:0.000795
abd-A	Mocs2	20953031	20953331	(-)	941.22	0.000600	20953186:941.22:0.000600
abd-A	stl	18695114	18695414	(+)	852.10	0.000987	18695248:852.10:0.000987
abd-A	CG40178	1396370	1396670	(-)	1157.66	0.000213	1396663:1157.66:0.000213 1396623:953.95:0.000404 1396583:864.83:0.000795
abd-A	dah	15222124	15222424	(+)	1246.78	0.000117	15222262:1246.78:0.000117
abd-A	CG5346	18354335	18354635	(-)	864.83	0.000795	18354541:864.83:0.000795
abd-A	CG13742	4975027	4975327	(-)	1246.78	0.000117	4975161:1246.78:0.000117 4975246:953.95:0.000404
abd-A	CG30463	12571448	12571748	(-)	852.10	0.000987	12571640:852.10:0.000987
abd-A	CG13397	8411818	8412118	(-)	953.95	0.000404	8411892:953.95:0.000404
abd-A	CG9586	9166464	9166764	(-)	953.95	0.000404	9166653:953.95:0.000404 9166674:864.83:0.000795
abd-A	CG14711	7448810	7449110	(+)	1246.78	0.000117	7448984:1246.78:0.000117
abd-A	Obp18a	19029851	19030151	(-)	1246.78	0.000117	19029977:1246.78:0.000117 19030143:941.22:0.000600
abd-A	CG7369	22734642	22734942	(+)	864.83	0.000795	22734663:864.83:0.000795
abd-A	CG31773	3914238	3914538	(-)	941.22	0.000600	3914283:941.22:0.000600
abd-A	CG10672	5134696	5134996	(-)	941.22	0.000600	5134817:941.22:0.000600
abd-A	koi	2699042	2699342	(+)	1030.34	0.000308	2699153:1030.34:0.000308
abd-A	Rpn6	10639726	10640026	(-)	1030.34	0.000308	10640008:1030.34:0.000308
abd-A	Rab27	1370957	1371257	(-)	953.95	0.000404	1371117:953.95:0.000404
abd-A	CG9386	5381080	5381380	(-)	1157.66	0.000213	5381294:1157.66:0.000213 5381267:852.10:0.000987
abd-A	CG16812	13222336	13222636	(+)	864.83	0.000795	13222402:864.83:0.000795
abd-A	RhoGAP92B	15730635	15730935	(+)	1246.78	0.000117	15730731:1246.78:0.000117
abd-A	CG1213	1666641	1666941	(+)	852.10	0.000987	1666711:852.10:0.000987
abd-A	CG4747	10003581	10003881	(+)	1246.78	0.000117	10003694:1246.78:0.000117 10003707:852.10:0.000987
abd-A	capu	3889981	3890281	(-)	953.95	0.000404	3890153:953.95:0.000404 3890090:941.22:0.000600
abd-A	CG43083	15641420	15641720	(+)	1246.78	0.000117	15641471:1246.78:0.000117 15641682:941.22:0.000600
abd-A	Ca-alpha1D	16165580	16165880	(+)	1030.34	0.000308	16165641:1030.34:0.000308
abd-A	CG14947	12075849	12076149	(+)	953.95	0.000404	12076025:953.95:0.000404
abd-A	CG7804	15467160	15467460	(-)	1157.66	0.000213	15467234:1157.66:0.000213
abd-A	CG34176	4003829	4004129	(+)	864.83	0.000795	4003944:864.83:0.000795 4004001:852.10:0.000987 4004063:852.10:0.000987
abd-A	Ih	10176448	10176748	(+)	1246.78	0.000117	10176713:1246.78:0.000117
abd-A	RhoGEF2	12914444	12914744	(+)	1157.66	0.000213	12914552:1157.66:0.000213 12914486:941.22:0.000600
abd-A	Mur82C	366827	367127	(+)	941.22	0.000600	366902:941.22:0.000600
abd-A	CG17919	2169500	2169800	(+)	1246.78	0.000117	2169545:1246.78:0.000117 2169662:1246.78:0.000117
abd-A	CG3610	10670514	10670814	(+)	852.10	0.000987	10670654:852.10:0.000987
abd-A	magu	5939823	5940123	(+)	852.10	0.000987	5939876:852.10:0.000987
abd-A	aret	12221946	12222246	(+)	1246.78	0.000117	12222075:1246.78:0.000117
abd-A	Capa	25740018	25740318	(-)	953.95	0.000404	25740289:953.95:0.000404 25740256:941.22:0.000600
abd-A	Elo68beta	11094748	11095048	(-)	1030.34	0.000308	11094882:1030.34:0.000308 11094969:953.95:0.000404 11094993:941.22:0.000600
abd-A	S-Lap5	9483931	9484231	(+)	953.95	0.000404	9484125:953.95:0.000404
abd-A	hdm	7814114	7814414	(-)	953.95	0.000404	7814370:953.95:0.000404
abd-A	CG8087	10390477	10390777	(-)	1157.66	0.000213	10390713:1157.66:0.000213 10390728:1157.66:0.000213 10390562:852.10:0.000987
abd-A	CG12004	1568930	1569230	(+)	1246.78	0.000117	1569081:1246.78:0.000117 1568946:953.95:0.000404
abd-A	mRpL15	20429259	20429559	(-)	941.22	0.000600	20429462:941.22:0.000600
abd-A	Actn	1936294	1936594	(-)	864.83	0.000795	1936461:864.83:0.000795
abd-A	CG31688	20428774	20429074	(+)	1030.34	0.000308	20428801:1030.34:0.000308
abd-A	CG11526	3328821	3329121	(-)	1157.66	0.000213	3328989:1157.66:0.000213 3329022:1030.34:0.000308
abd-A	LIMK1	12486176	12486476	(-)	1157.66	0.000213	12486285:1157.66:0.000213 12486300:941.22:0.000600
abd-A	CG14937	11794036	11794336	(-)	941.22	0.000600	11794082:941.22:0.000600
abd-A	CG14949	2643374	2643674	(-)	1246.78	0.000117	2643449:1246.78:0.000117 2643666:1030.34:0.000308 2643549:953.95:0.000404
abd-A	Cpr11B	12446906	12447206	(+)	1030.34	0.000308	12446958:1030.34:0.000308
abd-A	Ugt86Di	6979521	6979821	(-)	1246.78	0.000117	6979813:1246.78:0.000117
abd-A	CG6767	9687507	9687807	(-)	941.22	0.000600	9687574:941.22:0.000600
abd-A	timeout	8914122	8914422	(+)	1246.78	0.000117	8914181:1246.78:0.000117
abd-A	clu	12075143	12075443	(+)	1157.66	0.000213	12075250:1157.66:0.000213
abd-A	CG13801	2360306	2360606	(+)	941.22	0.000600	2360463:941.22:0.000600
abd-A	CG6638	8569128	8569428	(-)	1246.78	0.000117	8569337:1246.78:0.000117
abd-A	capu	3902810	3903110	(-)	864.83	0.000795	3902905:864.83:0.000795
abd-A	mfr	8905204	8905504	(-)	941.22	0.000600	8905359:941.22:0.000600
abd-A	CG15597	2110872	2111172	(-)	852.10	0.000987	2111133:852.10:0.000987
abd-A	Vps16A	5092490	5092790	(+)	864.83	0.000795	5092652:864.83:0.000795
abd-A	CG5414	16093129	16093429	(+)	941.22	0.000600	16093177:941.22:0.000600
abd-A	RanBPM	6316962	6317262	(+)	864.83	0.000795	6317065:864.83:0.000795
abd-A	CG1890	27568961	27569261	(+)	953.95	0.000404	27569042:953.95:0.000404
abd-A	CG45095	20928024	20928324	(+)	953.95	0.000404	20928075:953.95:0.000404 20928030:852.10:0.000987
abd-A	CheA29a	8477098	8477398	(+)	1030.34	0.000308	8477326:1030.34:0.000308
abd-A	Gclc	8010130	8010430	(-)	941.22	0.000600	8010292:941.22:0.000600
abd-A	CG43386	9871388	9871688	(-)	1157.66	0.000213	9871586:1157.66:0.000213
abd-A	His1:CG33822	21481094	21481394	(+)	1157.66	0.000213	21481316:1157.66:0.000213 21481157:941.22:0.000600
abd-A	CG44521	5706180	5706480	(+)	864.83	0.000795	5706343:864.83:0.000795
abd-A	Eig71Ej	15654065	15654365	(-)	941.22	0.000600	15654105:941.22:0.000600
abd-A	SpdS	5457112	5457412	(+)	1246.78	0.000117	5457290:1246.78:0.000117 5457200:941.22:0.000600
abd-A	CG13970	20104100	20104400	(-)	941.22	0.000600	20104144:941.22:0.000600 20104201:941.22:0.000600
abd-A	CG11790	20873177	20873477	(+)	1246.78	0.000117	20873262:1246.78:0.000117
abd-A	CG9752	17183043	17183343	(-)	1246.78	0.000117	17183050:1246.78:0.000117
abd-A	CG17754	9144202	9144502	(+)	852.10	0.000987	9144248:852.10:0.000987
abd-A	caz	16182592	16182892	(+)	1246.78	0.000117	16182621:1246.78:0.000117 16182839:1030.34:0.000308
abd-A	CG3687	12123969	12124269	(+)	1157.66	0.000213	12124186:1157.66:0.000213 12124198:953.95:0.000404
abd-A	NimB4	13969926	13970226	(-)	852.10	0.000987	13970044:852.10:0.000987
abd-A	Ddc	19120256	19120556	(-)	953.95	0.000404	19120479:953.95:0.000404
abd-A	CG43672	15666953	15667253	(+)	852.10	0.000987	15667104:852.10:0.000987
abd-A	CG43783	8946284	8946584	(-)	864.83	0.000795	8946448:864.83:0.000795
abd-A	Pdk1	141305	141605	(+)	941.22	0.000600	141454:941.22:0.000600
abd-A	GstZ1	5282218	5282518	(-)	852.10	0.000987	5282394:852.10:0.000987 5282427:852.10:0.000987
abd-A	CG18478	43142	43442	(-)	941.22	0.000600	43330:941.22:0.000600 43294:864.83:0.000795
abd-A	CG12125	8330784	8331084	(-)	852.10	0.000987	8330957:852.10:0.000987
abd-A	CG1809	5448892	5449192	(+)	864.83	0.000795	5448939:864.83:0.000795
abd-A	CG31812	16729526	16729826	(+)	953.95	0.000404	16729616:953.95:0.000404
abd-A	CG2246	26425995	26426295	(-)	864.83	0.000795	26426202:864.83:0.000795
abd-A	mfr	8905236	8905536	(-)	941.22	0.000600	8905359:941.22:0.000600
abd-A	CG34207	18217175	18217475	(-)	1157.66	0.000213	18217315:1157.66:0.000213 18217246:864.83:0.000795
abd-A	Arp5	14011209	14011509	(+)	864.83	0.000795	14011233:864.83:0.000795
abd-A	CG32364	8203793	8204093	(-)	852.10	0.000987	8203980:852.10:0.000987
abd-A	CG31729	13296097	13296397	(+)	1246.78	0.000117	13296152:1246.78:0.000117
abd-A	CG31663	1881430	1881730	(-)	953.95	0.000404	1881619:953.95:0.000404
abd-A	CG12620	17087390	17087690	(+)	941.22	0.000600	17087525:941.22:0.000600
abd-A	CG18765	7517471	7517771	(-)	852.10	0.000987	7517662:852.10:0.000987 7517727:852.10:0.000987
abd-A	Uch-L5R	11950618	11950918	(-)	953.95	0.000404	11950707:953.95:0.000404
abd-A	Epac	2657213	2657513	(-)	1246.78	0.000117	2657431:1246.78:0.000117
abd-A	CG32301	2244227	2244527	(+)	941.22	0.000600	2244485:941.22:0.000600
abd-A	aft	13673389	13673689	(+)	864.83	0.000795	13673531:864.83:0.000795
abd-A	CG31493	2957031	2957331	(+)	941.22	0.000600	2957259:941.22:0.000600
abd-A	Bub1	5278802	5279102	(+)	941.22	0.000600	5278897:941.22:0.000600
abd-A	lost	228547	228847	(+)	941.22	0.000600	228588:941.22:0.000600 228692:941.22:0.000600
abd-A	IP3K1	9785995	9786295	(+)	1246.78	0.000117	9786243:1246.78:0.000117
abd-A	Cpr49Ab	8265694	8265994	(+)	953.95	0.000404	8265800:953.95:0.000404
abd-A	Ipod	10126381	10126681	(-)	852.10	0.000987	10126647:852.10:0.000987
abd-A	pes	7994134	7994434	(-)	941.22	0.000600	7994385:941.22:0.000600
abd-A	XRCC1	5223658	5223958	(+)	864.83	0.000795	5223711:864.83:0.000795
abd-A	CG1273	4263468	4263768	(+)	852.10	0.000987	4263510:852.10:0.000987
abd-A	CG31703	22104351	22104651	(-)	953.95	0.000404	22104609:953.95:0.000404
abd-A	Bka	9895036	9895336	(+)	864.83	0.000795	9895149:864.83:0.000795 9895243:852.10:0.000987
abd-A	CG13810	2185679	2185979	(+)	1246.78	0.000117	2185796:1246.78:0.000117
abd-A	MED8	16214261	16214561	(-)	864.83	0.000795	16214545:864.83:0.000795
abd-A	CG30283	17428028	17428328	(-)	852.10	0.000987	17428139:852.10:0.000987
abd-A	Adgf-A	17757208	17757508	(-)	1157.66	0.000213	17757401:1157.66:0.000213
abd-A	CG42355	2038174	2038474	(-)	864.83	0.000795	2038302:864.83:0.000795
abd-A	CG34051	19960980	19961280	(-)	941.22	0.000600	19961266:941.22:0.000600
abd-A	CG10628	19758565	19758865	(-)	941.22	0.000600	19758756:941.22:0.000600
abd-A	Arp1	8517214	8517514	(+)	864.83	0.000795	8517324:864.83:0.000795
abd-A	CG33626	8297333	8297633	(+)	953.95	0.000404	8297393:953.95:0.000404
abd-A	Cpr47Eb	7142421	7142721	(+)	941.22	0.000600	7142484:941.22:0.000600 7142609:852.10:0.000987
abd-A	Trn-SR	2759673	2759973	(+)	1246.78	0.000117	2759817:1246.78:0.000117 2759827:864.83:0.000795
abd-A	Parp	1934954	1935254	(+)	1246.78	0.000117	1935109:1246.78:0.000117 1935202:941.22:0.000600 1934962:864.83:0.000795
abd-A	CG13314	8975273	8975573	(+)	1246.78	0.000117	8975313:1246.78:0.000117
abd-A	U26	8449526	8449826	(-)	941.22	0.000600	8449704:941.22:0.000600
abd-A	CG31482	2426713	2427013	(+)	1246.78	0.000117	2426873:1246.78:0.000117 2426914:1030.34:0.000308
abd-A	CG7484	17647466	17647766	(+)	953.95	0.000404	17647609:953.95:0.000404 17647583:941.22:0.000600
abd-A	CG33926	9436113	9436413	(+)	864.83	0.000795	9436166:864.83:0.000795
abd-A	CG14736	7865999	7866299	(+)	852.10	0.000987	7866092:852.10:0.000987
abd-A	CalpB	9881611	9881911	(+)	941.22	0.000600	9881697:941.22:0.000600
abd-A	Papss	19838142	19838442	(+)	1246.78	0.000117	19838273:1246.78:0.000117
abd-A	Shawn	19507504	19507804	(+)	1030.34	0.000308	19507546:1030.34:0.000308
abd-A	CG8818	8406367	8406667	(-)	864.83	0.000795	8406542:864.83:0.000795
abd-A	aub	11001426	11001726	(-)	953.95	0.000404	11001513:953.95:0.000404
abd-A	sky	20890345	20890645	(-)	1030.34	0.000308	20890551:1030.34:0.000308
abd-A	CG30403	17599068	17599368	(-)	1157.66	0.000213	17599278:1157.66:0.000213
abd-A	wdn	24637009	24637309	(-)	852.10	0.000987	24637141:852.10:0.000987
abd-A	Fpps	7194983	7195283	(-)	1246.78	0.000117	7195230:1246.78:0.000117
abd-A	ldbr	8114676	8114976	(+)	864.83	0.000795	8114770:864.83:0.000795
abd-A	CG33169	22856713	22857013	(+)	1246.78	0.000117	22856775:1246.78:0.000117 22856739:953.95:0.000404
abd-A	Ppcdc	17578834	17579134	(+)	1246.78	0.000117	17578903:1246.78:0.000117
abd-A	CG42637	19786619	19786919	(-)	1246.78	0.000117	19786779:1246.78:0.000117
abd-A	RpS16	18493381	18493681	(+)	1246.78	0.000117	18493487:1246.78:0.000117
abd-A	CG43132	15583272	15583572	(+)	953.95	0.000404	15583492:953.95:0.000404 15583326:864.83:0.000795
abd-A	CG12910	6152311	6152611	(+)	864.83	0.000795	6152398:864.83:0.000795
abd-A	CG6752	11021882	11022182	(-)	941.22	0.000600	11022149:941.22:0.000600
abd-A	CG3862	825811	826111	(-)	1246.78	0.000117	826039:1246.78:0.000117
abd-A	Su(dx)	2037463	2037763	(+)	1030.34	0.000308	2037474:1030.34:0.000308
abd-A	CG31089	21728114	21728414	(+)	941.22	0.000600	21728230:941.22:0.000600
abd-A	Or7a	8059691	8059991	(-)	953.95	0.000404	8059912:953.95:0.000404
abd-A	CG43094	18596659	18596959	(-)	864.83	0.000795	18596924:864.83:0.000795
abd-A	CG17300	13080339	13080639	(-)	1246.78	0.000117	13080480:1246.78:0.000117
abd-A	FucTB	9431002	9431302	(-)	1246.78	0.000117	9431283:1246.78:0.000117 9431192:864.83:0.000795 9431205:864.83:0.000795
abd-A	Srp19	7341084	7341384	(-)	864.83	0.000795	7341171:864.83:0.000795
abd-A	CG34267	500401	500701	(-)	953.95	0.000404	500542:953.95:0.000404
abd-A	CG16898	15892458	15892758	(-)	953.95	0.000404	15892628:953.95:0.000404
abd-A	CG33721	18156540	18156840	(+)	1030.34	0.000308	18156605:1030.34:0.000308 18156637:1030.34:0.000308 18156740:852.10:0.000987
