retrodb_id	organism_name	parental_accession	potential_parentals	chromosome	start	end	strand	status	external_id	inside_intron_of	aliases	percent_identity	
retro_hsap_176	homo_sapiens	ENSG00000189403		1	80749036	80749418	+	KNOWN_PSEUDOGENE	ENSG00000236407			73.08	
retro_hsap_177	homo_sapiens	ENSG00000198755		1	81674322	81674901	+	KNOWN_PSEUDOGENE	ENSG00000235089			86.53	
retro_hsap_178	homo_sapiens	ENSG00000100380		1	82188014	82188659	+	KNOWN_PSEUDOGENE	ENSG00000215875	ENSG00000117114		73.87	
retro_hsap_179	homo_sapiens	ENSG00000100348		1	84551640	84551913	+	KNOWN_PSEUDOGENE	ENSG00000213540	ENSG00000142875		91.21	
retro_hsap_180	homo_sapiens	ENSG00000129559		1	84710016	84710257	+	KNOWN_PSEUDOGENE	ENSG00000226970			82.93	
retro_hsap_181	homo_sapiens	ENSG00000265681		1	87250595	87251147	+	KNOWN_PSEUDOGENE	ENSG00000230721			92.93	
retro_hsap_182	homo_sapiens	ENSG00000269315	ENSG00000241343	1	89043529	89043873	+	KNOWN_PSEUDOGENE	ENSG00000237959	ENSG00000237505		77.59	
retro_hsap_183	homo_sapiens	ENSG00000122406		1	91489473	91490363	+	KNOWN_PSEUDOGENE	ENSG00000232393			88.59	
retro_hsap_184	homo_sapiens	ENSG00000166598		1	92108291	92109637	+	KNOWN_PSEUDOGENE	ENSG00000203914			88.33	
retro_hsap_185	homo_sapiens	ENSG00000087253		1	92531992	92533059	+	KNOWN_PSEUDOGENE	ENSG00000233228			59.66	
retro_hsap_186	homo_sapiens	ENSG00000108946		1	92591256	92592020	+	KNOWN_PSEUDOGENE	ENSG00000233401	ENSG00000189195		76.95	
retro_hsap_187	homo_sapiens	ENSG00000104231		1	93197732	93198163	+	KNOWN_PSEUDOGENE	ENSG00000225505	ENSG00000067208		71.81	
retro_hsap_188	homo_sapiens	ENSG00000111640		1	94767782	94768578	+	KNOWN_PSEUDOGENE	ENSG00000178596			69.52	
retro_hsap_189	homo_sapiens	ENSG00000085365		1	96856228	96856797	+	KNOWN_PSEUDOGENE	ENSG00000225923			82.29	
retro_hsap_190	homo_sapiens	ENSG00000156508		1	96912485	96913871	+	KNOWN_PSEUDOGENE	ENSG00000228502			95.24	
retro_hsap_191	homo_sapiens	ENSG00000161970		1	98051421	98051834	+	KNOWN_PSEUDOGENE	ENSG00000226128	ENSG00000188641		67.38	
retro_hsap_192	homo_sapiens	ENSG00000162384		1	99929930	99930331	+	KNOWN_PSEUDOGENE	ENSG00000233983			70.59	
retro_hsap_193	homo_sapiens	ENSG00000269411	ENSG00000029993	1	100163800	100164207	+	KNOWN_PSEUDOGENE	ENSG00000223656			82.73	
retro_hsap_194	homo_sapiens	ENSG00000214113		1	100564794	100565046	+	KNOWN_PSEUDOGENE	ENSG00000226952	ENSG00000156876		58.62	
retro_hsap_195	homo_sapiens	ENSG00000164713		1	100678848	100679223	+	KNOWN_PSEUDOGENE	ENSG00000225169	ENSG00000137992		90.4	
retro_hsap_196	homo_sapiens	ENSG00000269315	ENSG00000241343	1	101117442	101117820	+	KNOWN_PSEUDOGENE	ENSG00000224685			77.78	
retro_hsap_197	homo_sapiens	ENSG00000008988		1	101721837	101722176	+	KNOWN_PSEUDOGENE	ENSG00000228399			89.47	
retro_hsap_198	homo_sapiens	ENSG00000041988		1	104615699	104616156	+	KNOWN_PSEUDOGENE	ENSG00000243500			88.24	
retro_hsap_199	homo_sapiens	ENSG00000015479		1	106434360	106436139	+	KNOWN_PSEUDOGENE	ENSG00000232952			90.25	
retro_hsap_200	homo_sapiens	ENSG00000189043		1	108047824	108048067	+	KNOWN_PSEUDOGENE	ENSG00000224550			92.59	
retro_hsap_201	homo_sapiens	ENSG00000100380		1	109045373	109046074	+	KNOWN_PSEUDOGENE	ENSG00000227832			78.15	
retro_hsap_202	homo_sapiens	ENSG00000265681		1	109534903	109535455	+	KNOWN_PSEUDOGENE	ENSG00000244716	ENSG00000085433		98.37	
retro_hsap_203	homo_sapiens	ENSG00000147604		1	110194011	110194719	+	KNOWN_PSEUDOGENE	ENSG00000235045			74.58	
retro_hsap_204	homo_sapiens	ENSG00000183513		1	110799375	110799549	+	NOVEL		ENSG00000116396		82.76	
retro_hsap_205	homo_sapiens	ENSG00000181061		1	111922891	111923191	+	KNOWN_PSEUDOGENE	ENSG00000236012			90	
retro_hsap_206	homo_sapiens	ENSG00000136810		1	112905887	112906144	+	KNOWN_PSEUDOGENE	ENSG00000234388			65.56	
retro_hsap_207	homo_sapiens	ENSG00000102898		1	113290716	113291094	+	KNOWN_PSEUDOGENE	ENSG00000234790			87.4	
retro_hsap_208	homo_sapiens	ENSG00000162482		1	113466183	113466960	+	KNOWN_PSEUDOGENE	ENSG00000229020	ENSG00000155380		87.26	
retro_hsap_209	homo_sapiens	ENSG00000170144		1	113992321	113993050	+	KNOWN_PSEUDOGENE	ENSG00000232499	ENSG00000081026		88.76	
retro_hsap_210	homo_sapiens	ENSG00000067225		1	115078615	115079584	+	KNOWN_PSEUDOGENE	ENSG00000236480			87.04	
retro_hsap_211	homo_sapiens	ENSG00000198791		1	116107221	116107824	+	KNOWN_PSEUDOGENE	ENSG00000232185			89.11	
retro_hsap_212	homo_sapiens	ENSG00000134419		1	117680850	117681228	+	KNOWN_PSEUDOGENE	ENSG00000228453			81.1	
retro_hsap_213	homo_sapiens	ENSG00000131475		1	118092036	118092472	+	KNOWN_PSEUDOGENE	ENSG00000226755			77.7	
retro_hsap_214	homo_sapiens	ENSG00000108518		1	120395955	120396303	+	KNOWN_PSEUDOGENE	ENSG00000227205			76.92	
retro_hsap_215	homo_sapiens	ENSG00000108518		1	146059942	146060341	+	KNOWN_PSEUDOGENE	ENSG00000227216	ENSG00000232637		75.19	
retro_hsap_216	homo_sapiens	ENSG00000073792		1	146522378	146524040	+	KNOWN_PSEUDOGENE	ENSG00000225603	ENSG00000227242		86.63	
retro_hsap_217	homo_sapiens	ENSG00000167004		1	146649692	146651203	+	KNOWN_PSEUDOGENE	ENSG00000180867	ENSG00000237188		96.44	
retro_hsap_218	homo_sapiens	ENSG00000260501	ENSG00000148303	1	146695143	146695942	+	KNOWN_PSEUDOGENE	ENSG00000236806	ENSG00000237188		78.6	
retro_hsap_219	homo_sapiens	ENSG00000106853		1	146790828	146791543	+	KNOWN_PSEUDOGENE	ENSG00000213226			85.54	
retro_hsap_220	homo_sapiens	ENSG00000187545		1	147313095	147314495	+	KNOWN_PSEUDOGENE	ENSG00000223728			77.73	
retro_hsap_221	homo_sapiens	ENSG00000108518		1	147601779	147602178	+	KNOWN_PSEUDOGENE	ENSG00000225080	ENSG00000203836		75.19	
retro_hsap_222	homo_sapiens	ENSG00000154978		1	148193337	148193853	+	KNOWN_PSEUDOGENE	ENSG00000223612			99.42	
retro_hsap_223	homo_sapiens	ENSG00000108518		1	148349255	148349654	+	KNOWN_PSEUDOGENE	ENSG00000234367			76.69	
retro_hsap_224	homo_sapiens	ENSG00000108518		1	149114765	149115120	+	KNOWN_PSEUDOGENE	ENSG00000226028	ENSG00000179571		65.85	
retro_hsap_225	homo_sapiens	ENSG00000176853		1	149262435	149263726	+	KNOWN_PSEUDOGENE	ENSG00000242352			92.59	
retro_hsap_226	homo_sapiens	ENSG00000176853		1	149648037	149649323	+	KNOWN_PSEUDOGENE	ENSG00000239903			89.38	
retro_hsap_227	homo_sapiens	ENSG00000089009		1	150025845	150026502	+	KNOWN_PSEUDOGENE	ENSG00000223945			82.27	
retro_hsap_228	homo_sapiens	ENSG00000153130		1	150752749	150753123	+	KNOWN_PSEUDOGENE	ENSG00000236713			76.98	
retro_hsap_229	homo_sapiens	ENSG00000124614		1	151529921	151530413	+	KNOWN_PSEUDOGENE	ENSG00000223861	ENSG00000143367		89.82	
retro_hsap_230	homo_sapiens	ENSG00000142534		1	151730574	151730908	+	KNOWN_PSEUDOGENE	ENSG00000236940	ENSG00000269621		57.14	
retro_hsap_231	homo_sapiens	ENSG00000118418		1	152372051	152372346	+	KNOWN_PSEUDOGENE	ENSG00000183586	ENSG00000227415		69	
retro_hsap_232	homo_sapiens	ENSG00000109475		1	153968107	153968317	+	KNOWN_PSEUDOGENE	ENSG00000231416	ENSG00000143552		84.29	
retro_hsap_233	homo_sapiens	ENSG00000198830		1	155121019	155121289	+	KNOWN_PSEUDOGENE	ENSG00000223452			91.11	
retro_hsap_234	homo_sapiens	ENSG00000103035		1	155815171	155816029	+	KNOWN_PSEUDOGENE	ENSG00000234937	ENSG00000116580		76.63	
retro_hsap_235	homo_sapiens	ENSG00000170421		1	157043003	157044490	+	KNOWN_PSEUDOGENE	ENSG00000224520			84.54	
retro_hsap_236	homo_sapiens	ENSG00000149547		1	158424040	158425060	+	KNOWN_PSEUDOGENE	ENSG00000236257			89.12	
retro_hsap_237	homo_sapiens	ENSG00000080824		1	158493984	158495625	+	KNOWN_PSEUDOGENE	ENSG00000231434			78.04	
retro_hsap_238	homo_sapiens	ENSG00000131469		1	159728959	159729376	+	KNOWN_PSEUDOGENE	ENSG00000235226			74.29	
retro_hsap_239	homo_sapiens	ENSG00000166441		1	159990119	159990515	+	KNOWN_PSEUDOGENE	ENSG00000237409			73.48	
retro_hsap_240	homo_sapiens	ENSG00000116030		1	160287190	160287493	+	KNOWN_PSEUDOGENE	ENSG00000235082	ENSG00000122218		98.02	
retro_hsap_241	homo_sapiens	ENSG00000119335		1	160640059	160640612	+	KNOWN_PSEUDOGENE	ENSG00000235101			75.68	
retro_hsap_242	homo_sapiens	ENSG00000196262		1	160817798	160818290	+	KNOWN_PSEUDOGENE	ENSG00000226003	ENSG00000122223		75.61	
retro_hsap_243	homo_sapiens	ENSG00000102172		1	160864769	160865866	+	KNOWN_PSEUDOGENE	ENSG00000213080			97.28	
retro_hsap_244	homo_sapiens	ENSG00000140988		1	161376262	161376874	+	KNOWN_PSEUDOGENE	ENSG00000215840			95.1	
retro_hsap_245	homo_sapiens	ENSG00000131467		1	161861026	161861467	+	KNOWN_PSEUDOGENE	ENSG00000229808	ENSG00000118217		64.63	
retro_hsap_246	homo_sapiens	ENSG00000072756		1	163208328	163208982	+	KNOWN_PSEUDOGENE	ENSG00000225755	ENSG00000143248		74.89	
retro_hsap_247	homo_sapiens	ENSG00000173614		1	164312397	164313008	+	KNOWN_PSEUDOGENE	ENSG00000225719			71.77	
retro_hsap_248	homo_sapiens	ENSG00000269411	ENSG00000029993	1	164326003	164326535	+	KNOWN_PSEUDOGENE	ENSG00000213070			95.56	
retro_hsap_249	homo_sapiens	ENSG00000169230		1	165467107	165467581	+	KNOWN_PSEUDOGENE	ENSG00000230748	ENSG00000237463		64.02	
retro_hsap_250	homo_sapiens	ENSG00000140988		1	165550848	165551712	+	KNOWN_PSEUDOGENE	ENSG00000237783			85.52	
retro_hsap_251	homo_sapiens	ENSG00000110700		1	165640588	165640965	+	KNOWN_PSEUDOGENE	ENSG00000230175	ENSG00000143149		85.83	
retro_hsap_252	homo_sapiens	ENSG00000122026		1	165645554	165646019	+	KNOWN_PSEUDOGENE	ENSG00000225272	ENSG00000143149		77.5	
retro_hsap_253	homo_sapiens	ENSG00000161970	ENSG00000037241	1	165788589	165789024	+	KNOWN_PSEUDOGENE	ENSG00000230659	ENSG00000143183		88.97	
retro_hsap_254	homo_sapiens	ENSG00000174444		1	166716615	166717618	+	KNOWN_PSEUDOGENE	ENSG00000232341			88.39	
retro_hsap_255	homo_sapiens	ENSG00000064666		1	166765502	166766110	+	KNOWN_PSEUDOGENE	ENSG00000232223			77.67	
retro_hsap_256	homo_sapiens	ENSG00000128951		1	166837958	166838444	+	KNOWN_PSEUDOGENE	ENSG00000225171	ENSG00000152382		62.5	
retro_hsap_257	homo_sapiens	ENSG00000122787		1	167488980	167489728	+	KNOWN_PSEUDOGENE	ENSG00000227776			76.38	
retro_hsap_258	homo_sapiens	ENSG00000109475		1	168179853	168180204	+	KNOWN_PSEUDOGENE	ENSG00000237049		RPL34P1, RPL34_3_118, dJ69E11.2	88.89	
retro_hsap_259	homo_sapiens	ENSG00000189043		1	168184642	168184887	+	KNOWN_PSEUDOGENE	ENSG00000237131			71.08	
retro_hsap_260	homo_sapiens	ENSG00000166847		1	168338291	168338836	+	KNOWN_PSEUDOGENE	ENSG00000227722			87.43	
retro_hsap_261	homo_sapiens	ENSG00000260501	ENSG00000148303	1	168511968	168512595	+	KNOWN_PSEUDOGENE	ENSG00000227777	ENSG00000143185		70.42	
retro_hsap_262	homo_sapiens	ENSG00000116030		1	168867373	168867676	+	KNOWN_PSEUDOGENE	ENSG00000229612			82.18	
retro_hsap_263	homo_sapiens	ENSG00000162244		1	168907704	168908161	+	KNOWN_PSEUDOGENE	ENSG00000213063	ENSG00000203601		83.65	
retro_hsap_264	homo_sapiens	ENSG00000196743		1	171361386	171361805	+	KNOWN_PSEUDOGENE	ENSG00000239428			65.97	
retro_hsap_265	homo_sapiens	ENSG00000102317	ENSG00000268489	1	171731213	171731662	+	KNOWN_PSEUDOGENE	ENSG00000236741			77.85	
retro_hsap_266	homo_sapiens	ENSG00000144659		1	172717796	172718639	+	KNOWN_PSEUDOGENE	ENSG00000229785			93.24	
retro_hsap_267	homo_sapiens	ENSG00000161970	ENSG00000037241	1	173320834	173321146	+	KNOWN_PSEUDOGENE	ENSG00000232751			85.58	
retro_hsap_268	homo_sapiens	ENSG00000164587		1	178380749	178381147	+	KNOWN_PSEUDOGENE	ENSG00000213058	ENSG00000075391		83.82	
retro_hsap_269	homo_sapiens	ENSG00000119335		1	179152975	179153679	+	KNOWN_PSEUDOGENE	ENSG00000231905	ENSG00000143322		78.66	
retro_hsap_270	homo_sapiens	ENSG00000135940		1	179224898	179225213	+	KNOWN_PSEUDOGENE	ENSG00000223794			62.26	
retro_hsap_271	homo_sapiens	ENSG00000173812		1	182305142	182305472	+	KNOWN_PSEUDOGENE	ENSG00000231684			93.69	
retro_hsap_272	homo_sapiens	ENSG00000188917		1	184535937	184536991	+	KNOWN_PSEUDOGENE	ENSG00000232036	ENSG00000116667		75.91	
retro_hsap_273	homo_sapiens	ENSG00000198830		1	184793506	184793765	+	NOVEL		ENSG00000135842		74.71	
retro_hsap_274	homo_sapiens	ENSG00000145425		1	188663732	188664239	+	KNOWN_PSEUDOGENE	ENSG00000231022			64.16	
retro_hsap_275	homo_sapiens	ENSG00000140905		1	190766702	190767074	+	KNOWN_PSEUDOGENE	ENSG00000238108	ENSG00000231175		67.72	
retro_hsap_276	homo_sapiens	ENSG00000143947		1	192685312	192685780	+	KNOWN_PSEUDOGENE	ENSG00000231767			95.51	
retro_hsap_277	homo_sapiens	ENSG00000119185		1	192769731	192770076	+	KNOWN_PSEUDOGENE	ENSG00000226814			78.26	
retro_hsap_278	homo_sapiens	ENSG00000156508		1	194158096	194159399	+	KNOWN_PSEUDOGENE	ENSG00000233057	ENSG00000227240		83.6	
retro_hsap_279	homo_sapiens	ENSG00000134375		1	194687926	194688334	+	KNOWN_PSEUDOGENE	ENSG00000228167			66.91	
retro_hsap_280	homo_sapiens	ENSG00000182220		1	197191351	197192382	+	KNOWN_PSEUDOGENE	ENSG00000237861	ENSG00000134376		86.04	
retro_hsap_281	homo_sapiens	ENSG00000114391		1	197704765	197705236	+	KNOWN_PSEUDOGENE	ENSG00000235582	ENSG00000213047		84.28	
retro_hsap_282	homo_sapiens	ENSG00000140988		1	198918278	198918931	+	KNOWN_PSEUDOGENE	ENSG00000227747			87.67	
retro_hsap_283	homo_sapiens	ENSG00000156508		1	199356675	199357600	+	KNOWN_PSEUDOGENE	ENSG00000236468	ENSG00000231718		73.67	
retro_hsap_284	homo_sapiens	ENSG00000132541		1	199721618	199722015	+	KNOWN_PSEUDOGENE	ENSG00000231984			74.81	
retro_hsap_285	homo_sapiens	ENSG00000189043		1	199846105	199846336	+	KNOWN_PSEUDOGENE	ENSG00000228530			74.03	
retro_hsap_286	homo_sapiens	ENSG00000262919	ENSG00000147382	1	200182763	200183447	+	KNOWN_PSEUDOGENE	ENSG00000233827			89.47	
retro_hsap_287	homo_sapiens	ENSG00000172757		1	200298357	200298806	+	KNOWN_PSEUDOGENE	ENSG00000213045			66.03	
retro_hsap_288	homo_sapiens	ENSG00000109475		1	200832935	200833271	+	KNOWN_PSEUDOGENE	ENSG00000231333		RPL34P6, RPL34_4_146	86.84	
retro_hsap_289	homo_sapiens	ENSG00000124614		1	201489331	201489675	+	KNOWN_PSEUDOGENE	ENSG00000242150	ENSG00000224536		81.9	
retro_hsap_290	homo_sapiens	ENSG00000013306		1	202765603	202766222	+	KNOWN_PSEUDOGENE	ENSG00000226148	ENSG00000117139		61.24	
retro_hsap_291	homo_sapiens	ENSG00000135486		1	202880939	202881856	+	KNOWN_PSEUDOGENE	ENSG00000230280	ENSG00000117153		86.82	
retro_hsap_292	homo_sapiens	ENSG00000151131		1	204152133	204152550	+	KNOWN_PSEUDOGENE	ENSG00000225522			59.71	
retro_hsap_293	homo_sapiens	ENSG00000142541		1	204915778	204916294	+	KNOWN_PSEUDOGENE	ENSG00000229657	ENSG00000163531		73.33	
retro_hsap_294	homo_sapiens	ENSG00000114902		1	205103719	205104078	+	KNOWN_PSEUDOGENE	ENSG00000236108			67.77	
retro_hsap_295	homo_sapiens	ENSG00000265681		1	205171318	205171868	+	KNOWN_PSEUDOGENE	ENSG00000213041	ENSG00000133059		83.33	
retro_hsap_296	homo_sapiens	ENSG00000143977		1	205320374	205320596	+	KNOWN_PSEUDOGENE	ENSG00000235363	ENSG00000162873		98.65	
retro_hsap_297	homo_sapiens	ENSG00000260501	ENSG00000148303	1	206702247	206703036	+	KNOWN_PSEUDOGENE	ENSG00000234981	ENSG00000136653		90.98	
retro_hsap_298	homo_sapiens	ENSG00000142541		1	207080963	207081571	+	KNOWN_PSEUDOGENE	ENSG00000226945	ENSG00000162894		85.29	
retro_hsap_299	homo_sapiens	ENSG00000198176		1	209405542	209406201	+	KNOWN_PSEUDOGENE	ENSG00000224540			85.27	
retro_hsap_300	homo_sapiens	ENSG00000171865		1	210477029	210477882	+	KNOWN_PSEUDOGENE	ENSG00000233455			72.82	
retro_hsap_301	homo_sapiens	ENSG00000262088	ENSG00000118181	1	211346830	211347190	+	KNOWN_PSEUDOGENE	ENSG00000234004			90.83	
retro_hsap_302	homo_sapiens	ENSG00000169230		1	211380580	211381237	+	KNOWN_PSEUDOGENE	ENSG00000226986			95.89	
retro_hsap_303	homo_sapiens	ENSG00000111229		1	211615615	211615987	+	KNOWN_PSEUDOGENE	ENSG00000238137			88.71	
retro_hsap_304	homo_sapiens	ENSG00000102309		1	212109527	212109832	+	KNOWN_PSEUDOGENE	ENSG00000233626			62.5	
retro_hsap_305	homo_sapiens	ENSG00000135002		1	212820744	212821097	+	KNOWN_PSEUDOGENE	ENSG00000226036			77.31	
retro_hsap_306	homo_sapiens	ENSG00000111057		1	214706045	214706695	+	KNOWN_PSEUDOGENE	ENSG00000215819	ENSG00000152104		81.74	
retro_hsap_307	homo_sapiens	ENSG00000111640		1	215044495	215045059	+	KNOWN_PSEUDOGENE	ENSG00000185221			72.82	
retro_hsap_308	homo_sapiens	ENSG00000213585		1	215550170	215550717	+	KNOWN_PSEUDOGENE	ENSG00000232809			71.05	
retro_hsap_309	homo_sapiens	ENSG00000185787		1	220426911	220427880	+	KNOWN_PSEUDOGENE	ENSG00000218283	ENSG00000118873		99.07	
retro_hsap_310	homo_sapiens	ENSG00000101166		1	220641295	220641800	+	KNOWN_PSEUDOGENE	ENSG00000226226			80.12	
retro_hsap_311	homo_sapiens	ENSG00000183648		1	223119009	223119239	+	KNOWN_PSEUDOGENE	ENSG00000234523	ENSG00000154309		60.26	
retro_hsap_312	homo_sapiens	ENSG00000085662		1	224762135	224763088	+	KNOWN_PSEUDOGENE	ENSG00000229991	ENSG00000143786		87.46	
retro_hsap_313	homo_sapiens	ENSG00000145425		1	226626261	226627030	+	KNOWN_PSEUDOGENE	ENSG00000229965			85.77	
retro_hsap_314	homo_sapiens	ENSG00000223367	ENSG00000226225,ENSG00000096150,ENSG00000231500,ENSG00000235650	1	227618226	227618533	+	KNOWN_PSEUDOGENE	ENSG00000242757			83.5	
retro_hsap_315	homo_sapiens	ENSG00000263064		1	228159921	228160437	+	NOVEL				67.44	
retro_hsap_316	homo_sapiens	ENSG00000167996		1	228823163	228823571	+	KNOWN_PSEUDOGENE	ENSG00000234975			95.59	
retro_hsap_317	homo_sapiens	ENSG00000135070		1	229177994	229178336	+	KNOWN_PSEUDOGENE	ENSG00000229840			90.35	
retro_hsap_318	homo_sapiens	ENSG00000198830		1	229706280	229706547	+	KNOWN_PSEUDOGENE	ENSG00000229367			89.89	
retro_hsap_319	homo_sapiens	ENSG00000063978		1	231157356	231157926	+	KNOWN_PSEUDOGENE	ENSG00000227934	ENSG00000182118		93.68	
retro_hsap_320	homo_sapiens	ENSG00000136819		1	233052984	233053556	+	KNOWN_PSEUDOGENE	ENSG00000232175			54.27	
retro_hsap_321	homo_sapiens	ENSG00000163682		1	234420940	234421288	+	KNOWN_PSEUDOGENE	ENSG00000232166	ENSG00000183780		69.49	
retro_hsap_322	homo_sapiens	ENSG00000104635		1	235778691	235779696	+	KNOWN_PSEUDOGENE	ENSG00000227236	ENSG00000168243		69.34	
retro_hsap_323	homo_sapiens	ENSG00000134333		1	235901305	235902286	+	KNOWN_PSEUDOGENE	ENSG00000235674	ENSG00000143669		86.83	
retro_hsap_324	homo_sapiens	ENSG00000100412		1	236274083	236275669	+	KNOWN_PSEUDOGENE	ENSG00000235371			86.52	
retro_hsap_325	homo_sapiens	ENSG00000074800		1	236646464	236647766	+	KNOWN_PSEUDOGENE	ENSG00000244457			88.71	
retro_hsap_326	homo_sapiens	ENSG00000136942		1	237144636	237145005	+	KNOWN_PSEUDOGENE	ENSG00000237991			90.24	
retro_hsap_327	homo_sapiens	ENSG00000111057		1	238654654	238655944	+	KNOWN_PSEUDOGENE	ENSG00000215149	ENSG00000231877		84.03	
retro_hsap_328	homo_sapiens	ENSG00000112972		1	240136086	240137544	+	KNOWN_PSEUDOGENE	ENSG00000215805			77.76	
retro_hsap_329	homo_sapiens	ENSG00000171863		1	240175953	240176525	+	KNOWN_PSEUDOGENE	ENSG00000217327			83.85	
retro_hsap_330	homo_sapiens	ENSG00000197894		1	240333469	240334591	+	KNOWN_PSEUDOGENE	ENSG00000223694	ENSG00000155816		89.1	
retro_hsap_331	homo_sapiens	ENSG00000267673		1	240817561	240817924	+	KNOWN_PSEUDOGENE	ENSG00000234872			77.42	
retro_hsap_332	homo_sapiens	ENSG00000135486		1	241083030	241083909	+	KNOWN_PSEUDOGENE	ENSG00000233615	ENSG00000182901		87.37	
retro_hsap_333	homo_sapiens	ENSG00000089009		1	241995236	241995887	+	KNOWN_PSEUDOGENE	ENSG00000229022			87.78	
retro_hsap_334	homo_sapiens	ENSG00000198242		1	242079377	242079843	+	KNOWN_PSEUDOGENE	ENSG00000235990			67.3	
retro_hsap_335	homo_sapiens	ENSG00000126581		1	242121152	242122355	+	KNOWN_PSEUDOGENE	ENSG00000196289			57.78	
retro_hsap_336	homo_sapiens	ENSG00000172757		1	242156497	242156982	+	KNOWN_PSEUDOGENE	ENSG00000213026			81.1	
retro_hsap_337	homo_sapiens	ENSG00000198755		1	242528673	242529113	+	KNOWN_PSEUDOGENE	ENSG00000235467	ENSG00000180287		81.46	
retro_hsap_338	homo_sapiens	ENSG00000137876		1	242935928	242936401	+	KNOWN_PSEUDOGENE	ENSG00000215800			81.76	
retro_hsap_339	homo_sapiens	ENSG00000198056		1	247206092	247206902	+	KNOWN_PSEUDOGENE	ENSG00000215796	ENSG00000135747		83.21	
retro_hsap_340	homo_sapiens	ENSG00000109971		1	247393241	247394561	+	KNOWN_PSEUDOGENE	ENSG00000214144	ENSG00000232347		87.78	
retro_hsap_341	homo_sapiens	ENSG00000198242		1	249230780	249231241	+	KNOWN_PSEUDOGENE	ENSG00000233084			76.92	
retro_hsap_342	homo_sapiens	ENSG00000198242		1	228318	228773	-	KNOWN_PSEUDOGENE	ENSG00000241670			79.35	
retro_hsap_343	homo_sapiens	ENSG00000145592		1	6894402	6894660	-	KNOWN_PSEUDOGENE	ENSG00000227950	ENSG00000171735		79.07	
retro_hsap_344	homo_sapiens	ENSG00000147604		1	8846334	8846994	-	KNOWN_PSEUDOGENE	ENSG00000224315	ENSG00000142599		86.94	
retro_hsap_345	homo_sapiens	ENSG00000198242		1	12140307	12140604	-	KNOWN_PSEUDOGENE	ENSG00000227875	ENSG00000120949		86	
retro_hsap_346	homo_sapiens	ENSG00000171530		1	15018624	15018909	-	KNOWN_PSEUDOGENE	ENSG00000235829	ENSG00000189337		83.16	
retro_hsap_347	homo_sapiens	ENSG00000168958		1	15518323	15518747	-	KNOWN_PSEUDOGENE	ENSG00000215720	ENSG00000171729		82.39	
retro_hsap_348	homo_sapiens	ENSG00000173660		1	16133871	16134144	-	KNOWN_PSEUDOGENE	ENSG00000233954			86.81	
retro_hsap_349	homo_sapiens	ENSG00000116251		1	16695647	16696025	-	KNOWN_PSEUDOGENE	ENSG00000226457	ENSG00000055070		81.1	
retro_hsap_350	homo_sapiens	ENSG00000173674	ENSG00000198692	1	17012118	17012550	-	KNOWN_PSEUDOGENE	ENSG00000236698			99.31	
retro_hsap_351	homo_sapiens	ENSG00000134419		1	21330038	21330331	-	KNOWN_PSEUDOGENE	ENSG00000233072	ENSG00000075151		77.78	
retro_hsap_352	homo_sapiens	ENSG00000108518		1	21786157	21786567	-	KNOWN_PSEUDOGENE	ENSG00000176378	ENSG00000142794		75.36	
retro_hsap_353	homo_sapiens	ENSG00000135698		1	22394993	22395320	-	KNOWN_PSEUDOGENE	ENSG00000271428	ENSG00000070831		69.03	
retro_hsap_354	homo_sapiens	ENSG00000196262		1	22649341	22649824	-	KNOWN_PSEUDOGENE	ENSG00000234397			81.82	
retro_hsap_355	homo_sapiens	ENSG00000204370		1	25620657	25621134	-	KNOWN_PSEUDOGENE	ENSG00000224183	ENSG00000187010		96.23	
retro_hsap_356	homo_sapiens	ENSG00000265681		1	26781127	26781678	-	KNOWN_PSEUDOGENE	ENSG00000223583	ENSG00000117682		90.27	
retro_hsap_357	homo_sapiens	ENSG00000163530		1	26845847	26846741	-	KNOWN_PSEUDOGENE	ENSG00000224129			89.6	
retro_hsap_358	homo_sapiens	ENSG00000106554		1	27527326	27527964	-	KNOWN_PSEUDOGENE	ENSG00000214973			94.39	
retro_hsap_359	homo_sapiens	ENSG00000131165		1	28013365	28013903	-	KNOWN_PSEUDOGENE	ENSG00000226662			71.98	
retro_hsap_360	homo_sapiens	ENSG00000118363		1	28422255	28422933	-	KNOWN_PSEUDOGENE	ENSG00000228589			99.12	
retro_hsap_361	homo_sapiens	ENSG00000134108		1	28447348	28447651	-	KNOWN_PSEUDOGENE	ENSG00000214812			84.47	
retro_hsap_362	homo_sapiens	ENSG00000122026		1	31580993	31581471	-	KNOWN_PSEUDOGENE	ENSG00000225142			85.19	
retro_hsap_363	homo_sapiens	ENSG00000156508	ENSG00000101210	1	31960625	31961671	-	KNOWN_PSEUDOGENE	ENSG00000215899			72.65	
retro_hsap_364	homo_sapiens	ENSG00000111640		1	32867712	32868707	-	KNOWN_PSEUDOGENE	ENSG00000224333			70.66	
retro_hsap_365	homo_sapiens	ENSG00000100483		1	38247887	38248247	-	KNOWN_PSEUDOGENE	ENSG00000227416			90	
retro_hsap_366	homo_sapiens	ENSG00000115541		1	39769968	39770220	-	KNOWN_PSEUDOGENE	ENSG00000217897	ENSG00000127603		91.67	
retro_hsap_367	homo_sapiens	ENSG00000122026		1	40798750	40799230	-	KNOWN_PSEUDOGENE	ENSG00000227311			93.75	
