chr,marker,primer,phys.loc,gen.loc,gen.female,gen.male,rec.rate,rr.female,rr.male
1,D1S215,AFM150xh4,211252290,180.15,233.19,127.1,0.56,0.95,0.6
1,D1S2751,AFMb292zb9,211664723,180.36,233.62,127.11,0.65,1,0.62
1,D1S2883,AFMa061xc5,211808699,180.51,233.91,127.11,0.69,1.02,0.64
1,D1S2640,AFMa143wd5,212430598,180.51,233.91,127.11,0.88,1.1,0.69
1,D1S2619,AFMa114wg1,214361261,183.35,237.61,129.09,1.32,1.19,0.87
1,D1S466,AFM275xe1,214392240,183.53,237.61,129.45,1.32,1.19,0.87
1,D1S2818,AFMc025xh9,214427622,183.65,237.85,129.45,1.32,1.19,0.87
1,D1S2623,AFMa116yc5,214962160,184.2,238.95,129.45,1.26,1.16,0.89
1,D1S2701,AFMa302yg5,NA,186.04,239.66,132.42,NA,NA,NA
1,D1S2127,GATA12F10,216929364,186.29,240.17,132.42,0.74,0.94,0.8
1,D1S240,AFM207vh8,217380934,186.29,240.17,132.42,0.66,0.89,0.75
1,D1S2711,AFMa348yd5,217709299,186.48,240.4,132.57,0.63,0.85,0.71
1,D1S444,AFM078xh3,217947685,186.75,240.9,132.6,0.62,0.83,0.68
1,D1S254,AFM260xf1,217971110,186.76,240.9,132.61,0.62,0.83,0.67
1,D1S191,AFM046xh10,218013121,186.76,240.9,132.61,0.62,0.82,0.67
1,D1S2848,AFM348tg1,218026144,186.76,240.9,132.61,0.62,0.82,0.67
1,D1S1194,UT7705,218180305,186.76,240.9,132.61,0.62,0.81,0.65
1,CPLA3610,Unknown,NA,187.2,241.45,132.94,NA,NA,NA
1,D1S2138,GATA84H01,218556944,187.2,241.45,132.95,0.62,0.78,0.6
1,D1S3460,ATA23E12,219172752,187.23,241.45,133.01,0.64,0.75,0.52
1,COX_1935,Unknown,NA,187.26,241.45,133.06,NA,NA,NA
1,D1S202,AFM095ta5,219237693,187.54,241.96,133.12,0.64,0.75,0.52
1,D1S1642,GATA23B04,219503928,187.62,242.05,133.19,0.63,0.74,0.49
1,D1S518,GATA7C01,219822932,188.02,242.62,133.43,0.62,0.74,0.46
1,GATA134C0,8  GATA134C08,219907880,188.02,242.62,133.43,0.62,0.73,0.45
1,D1S222,AFM164yg1,220673447,188.13,242.82,133.43,0.58,0.74,0.4
1,D1S238,AFM205xg1,221049296,188.55,243.24,133.86,0.55,0.75,0.39
1,D1S3470,GATA51H01,221561660,189.15,244.07,134.23,0.53,0.76,0.39
1,D1S2877,AFMa057vb5,222123553,189.15,244.08,134.23,0.52,0.78,0.41
1,D1S461,AFM123yc7,222197258,189.15,244.08,134.23,0.52,0.78,0.41
1,D1S428,AFM206xd6,222244206,189.15,244.08,134.23,0.52,0.78,0.42
1,D1S492,AFM310xh9,222339149,189.15,244.08,134.23,0.52,0.79,0.42
1,D1S1189,UT7117,222711404,189.62,244.47,134.77,0.54,0.8,0.45
1,D1S2823,AFM290va9,223091433,189.62,244.47,134.77,0.57,0.81,0.48
1,D1S384,UT593,223186822,190.09,245.2,134.98,0.58,0.81,0.49
1,D1S422,AFM200ve3,224226654,190.42,245.8,135.04,0.7,0.82,0.58
1,D1S2625,AFMa124zd9,225181734,190.42,245.8,135.04,0.8,0.81,0.64
1,D1S533,GATA10C02,226877347,193.04,248.58,137.49,0.82,0.67,0.68
1,D1S412,AFM031xd12,226885341,193.04,248.58,137.49,0.82,0.67,0.68
1,D1S2757,AFMb309xe1,227608926,193.41,248.97,137.86,0.72,0.56,0.67
1,D1S2794,AFMb354ze1,228184968,193.72,248.97,138.48,0.6,0.48,0.66
1,GATA135F0,2  GATA135F02,228516729,193.82,249.16,138.48,0.53,0.44,0.65
1,D1S2816,AFMc023we9,229633903,193.91,249.16,138.66,0.32,0.38,0.61
1,D1S2840,AFM330wf5,231646048,194.98,249.9,140.06,0.49,0.81,0.59
1,D1S1660,GATA48B01,232014864,194.98,249.9,140.06,0.61,0.97,0.6
1,D1S413,AFM165xc9,232023956,194.98,249.9,140.06,0.61,0.98,0.6
1,D1S2745,AFMb277yf5,232537853,195.31,250.16,140.45,0.8,1.23,0.62
1,D1S1632,ATA4D06,232941206,195.6,250.16,141.04,0.96,1.44,0.63
1,D1S2853,AFM353td5,233062130,195.6,250.16,141.04,1.02,1.51,0.64
1,D1S2622,AFMa116wg1,233598064,195.96,250.89,141.04,1.26,1.8,0.66
1,D1S2716,AFMb002ya5,234601680,197.12,252.85,141.39,1.69,2.28,0.7
1,D1S2738,AFMb055zh5,234630302,197.15,252.85,141.45,1.7,2.29,0.71
1,D1S477,AFM289ye9,234746629,198.1,254.1,142.11,1.74,2.34,0.71
1,D1S306,AFM238xd10,NA,198.73,254.77,142.7,NA,NA,NA
1,D1S2764,AFMb317xc9,235131978,198.74,254.77,142.7,1.87,2.47,0.72
1,D1S2615,AFMa109zh9,235466958,200.05,257.41,142.7,1.95,2.56,0.72
1,D1S2655,AFMa190xd5,236520240,201.4,259.62,143.18,1.99,2.71,0.74
1,D1S1724,AFM291vf1,236542164,201.4,259.62,143.18,1.99,2.71,0.74
1,D1S2686,AFMa275zc5,NA,201.48,259.62,143.34,NA,NA,NA
1,D1S1678,GGAA23C07,237497516,203.75,263.37,144.14,1.74,2.68,0.74
1,D1S510,AFMa132yc9,237531669,204.35,264.48,144.21,1.73,2.67,0.74
1,D1S1725,AFM312yb5,237970692,204.39,264.49,144.3,1.6,2.61,0.75
1,D1S2717,AFMb002zg5,238080964,204.42,264.49,144.36,1.57,2.59,0.75
1,D1S504,AFMa123yf1,238660166,205.26,265.6,144.92,1.46,2.46,0.75
1,D1S456,AFM024xf8,239604403,206.65,267.46,145.83,1.38,2.23,0.77
1,D1S249,AFM234wf6,240040126,207.07,268.07,146.07,1.38,2.14,0.77
1,D1S2636,AFMa133zd5,240779897,208.42,270.28,146.56,1.39,2.02,0.77
1,D1S2772,AFMb334ya9,241134094,209.38,271.95,146.81,1.4,1.97,0.76
1,D1S2735,AFMb046yc9,241247717,209.38,271.95,146.81,1.4,1.96,0.76
1,D1S2727,AFMb032yf1,241543075,209.64,272.47,146.81,1.39,1.93,0.76
1,D1S2796,AFM059yh4,242075105,209.84,272.47,147.21,1.37,1.87,0.74
1,D1S2782,AFMb347ya5,242112418,209.84,272.47,147.21,1.37,1.87,0.74
1,D1S2685,AFMa274wa5,242305636,209.84,272.47,147.21,1.36,1.85,0.74
1,D1S2891,AFMa082wf9,242546547,210.55,273.5,147.61,1.34,1.83,0.73
1,D1S245,AFM224xc1,244069898,212.92,276.23,149.6,1.19,1.68,0.67
1,D1S471,AFM281yg1,244180541,212.92,276.23,149.6,1.17,1.67,0.66
1,D1S491,AFM310vb1,244206483,213.14,276.67,149.6,1.17,1.67,0.66
1,D1S205,AFM108ya3,244574309,213.36,277.11,149.6,1.13,1.64,0.64
1,D1S2812,AFM278xe5,245383313,214.44,278.71,150.18,1.04,1.58,0.62
1,D1S414,AFM179xg5,245480986,214.44,278.71,150.18,1.03,1.57,0.61
1,D1S425,AFM203zb6,246595148,215.07,279.77,150.37,0.97,1.55,0.6
1,D1S505,AFMa127wb5,246999122,215.87,281.36,150.38,0.98,1.56,0.6
1,D1S1667,GATA63B11,247295634,215.87,281.36,150.38,0.99,1.56,0.61
1,D1S217,AFM156xg7,247627685,216,281.56,150.43,1.01,1.58,0.62
1,D1S2703,AFMa303wh5,247635885,216.06,281.56,150.56,1.01,1.58,0.62
1,D1S2646,AFMa157tg5,248968974,217.95,284,151.89,1.15,1.68,0.66
1,D1S419,AFM199wh2,249008199,218.25,284,152.49,1.16,1.68,0.66
1,D1S237,AFM205xd8,249591387,218.25,284.01,152.49,1.24,1.74,0.69
1,D1S2857,AFM088yb3,249614974,219.23,285.48,152.98,1.24,1.74,0.69
1,D1S2141,GATA87F04,250129732,219.23,285.48,152.98,1.31,1.78,0.71
1,D1S474,AFM286yc1,250621938,219.35,285.48,153.22,1.36,1.81,0.72
1,D1S2827,AFM297xc1,251083509,219.69,286.15,153.22,1.4,1.82,0.72
1,D1S229,AFM196xh4,252123635,222.29,290.47,154.1,1.39,1.77,0.69
1,D1S227,AFM184yf6,252321427,222.96,291.21,154.71,1.37,1.75,0.68
1,D1S2860,AFMa043zg1,252541887,223.19,291.54,154.83,1.34,1.73,0.67
1,D1S2616,AFMa112ya5,254853243,224.97,294.17,155.77,0.82,1.27,0.57
1,D1S2758,AFMb312zh5,255079967,225.19,294.17,156.2,0.78,1.22,0.57
1,D1S2880,AFMa058xg9,255655431,225.67,294.73,156.61,0.71,1.09,0.55
1,D1S2641,AFMa151yh5,256276168,226.28,295.95,156.61,0.69,0.97,0.52
1,D1S2689,AFMa282ze9,257040666,226.58,295.95,157.21,0.68,0.87,0.49
1,D1S2894,AFMa084yb5,257246847,226.58,295.95,157.21,0.68,0.85,0.48
1,D1S320,Mfd255,257425067,226.92,296.63,157.21,0.67,0.84,0.47
1,D1S3729,GATA194H05,258002749,227.48,297.13,157.83,0.64,0.83,0.45
1,D1S2821,AFM284zd1,258201463,227.48,297.13,157.83,0.63,0.83,0.44
1,D1S469,AFM280za5,258439111,227.48,297.13,157.83,0.62,0.83,0.43
1,D1S213,AFM147xf8,NA,228.26,298.68,157.83,NA,NA,NA
1,D1S2662,AFMa204zh1,NA,228.29,298.74,157.83,NA,NA,NA
1,D1S439,AFM225xe11,261752545,229.54,300.04,159.05,0.73,1.04,0.4
1,D1S1644,GATA23F09,262433111,229.95,300.85,159.05,0.81,1.07,0.42
1,D1S2847,AFM347tf5,265821289,233.15,305.2,161.1,0.82,1.22,0.62
1,D1S2631,AFMa130vd9,266586737,233.15,305.2,161.1,0.88,1.34,0.68
1,D1S2805,AFMc005wc1,267083696,233.97,306.3,161.64,0.95,1.47,0.72
1,D1S2833,AFM321xe5,267139669,233.97,306.3,161.64,0.97,1.49,0.72
1,D1S103,Mfd64,267228377,234.18,306.71,161.64,0.98,1.52,0.73
1,D1S1656,GATA44E05,267296839,234.69,307.08,162.29,1,1.54,0.73
1,D1S225,AFM184xa9,NA,234.69,307.08,162.29,NA,NA,NA
1,D1S251,AFM248ya5,268444494,235.23,307.88,162.58,1.3,1.99,0.81
1,D1S3462,ATA29C07,268686675,235.37,307.88,162.86,1.38,2.1,0.83
1,D1S2709,AFMa342ye5,268766539,235.37,307.88,162.86,1.41,2.13,0.83
1,D1S437,AFM220xe1,269343099,237.28,310.63,163.93,1.62,2.38,0.88
1,D1S459,AFM119yh10,269409794,237.28,310.63,163.93,1.65,2.41,0.89
1,D1S1540,UT1317,271858556,241.35,316.68,166.01,2.32,3.08,1.24
1,D1S2712,AFMa349xc5,271969823,241.75,317.32,166.18,2.33,3.1,1.26
1,D1S2649,AFMa176xf1,272503385,244.13,321.69,166.57,2.36,3.14,1.36
1,D1S235,AFM203yg9,273023680,244.4,321.69,167.1,2.36,3.14,1.47
1,D1S2850,AFM088xe5,273774001,246.74,324.96,168.52,2.35,3.09,1.62
1,D1S2678,AFMa245wd5,273785003,246.74,324.96,168.52,2.35,3.09,1.62
1,D1S517,UT5170,276747198,253.3,332.06,174.55,2.3,2.48,1.95
1,D1S2670,AFMa230wh1,277048860,253.5,332.06,174.94,2.27,2.41,1.97
1,D1S1594,GATA22D12,278131860,256.56,335.16,177.96,2.1,2.21,2.06
1,D1S2785,AFMb349xb9,278270552,257.46,336.96,177.96,2.08,2.19,2.07
1,D1S304,AFM116xf8,278682262,258.06,337.76,178.35,2.03,2.14,2.12
1,D1S180,Mfd126,278758916,258.49,338.62,178.36,2.02,2.13,2.13
1,D1S184,Mfd211,278958664,258.49,338.62,178.36,2,2.11,2.16
1,D1S204,AFM102xe3,278999124,259.16,339.32,179,2,2.1,2.16
1,D1S547,GATA4A09,279505927,259.16,339.32,179,1.97,2.05,2.24
1,D1S321,AFM218zb6,NA,259.49,339.32,179.66,NA,NA,NA
1,ATA7G08,ATA7G08,280131586,260.83,339.81,181.85,1.99,1.97,2.34
1,D1S2842,AFM337zf5,280760278,261.86,340.71,183.02,2.05,1.89,2.46
1,D1S2679,AFM183xd8,280904182,262.73,341.54,183.91,2.07,1.87,2.49
1,D1S404,UT1917,280948882,262.73,341.54,183.91,2.08,1.86,2.5
1,D1S409,UT2436,282013964,263.69,342.26,185.12,2.27,1.68,2.7
1,D1S2693,AFMa290yf1,282248316,263.88,342.37,185.38,2.32,1.64,2.74
1,D1S423,AFM042xe3,283700591,269.34,346.96,191.71,2.52,1.52,2.9
1,D1S2836,AFM323zh1,285061332,271.84,348.24,195.44,1.93,1.5,2.97
1,D1S2215,UT2273,285810536,273.18,348.28,198.08,1.24,1.49,3
1,D1S2682,AFMa272xc9,286377632,274.27,349.87,198.66,0.72,1.48,3.03
2,D2S2584,2PTEL12,109682,1.95,1.82,2.08,1.54,0.13,3.56
2,D2S2268,AFMb283zh5,158315,1.95,1.82,2.08,1.56,0.14,3.55
2,D2S2976,GATA165C07,NA,2.97,1.82,4.11,NA,NA,NA
2,D2S323,AFM263wb5,1797249,4.52,2.22,6.82,2.19,0.64,3.28
2,D2S319,AFM108xh8,NA,7.6,3.98,11.23,NA,NA,NA
2,D2S304,AFM224xb10,4008913,10.64,4.83,16.45,2.24,1.33,2.92
2,D2S205,AFM240yc3,4064325,10.64,4.84,16.45,2.22,1.35,2.91
2,D2S281,AFM168xg3,6622338,15.19,9.13,21.25,2.08,2.28,2.28
2,D2S330,AFM269xd9,6730566,15.19,9.13,21.25,2.11,2.32,2.26
2,D2S1329,GATA28H06,8274278,19.11,13.03,25.19,2.62,2.91,1.97
2,D2S2952,GATA116B01,8730651,19.64,13.72,25.57,2.72,3.06,1.92
2,D2S359,AFM298xb9,8840581,20,14.05,25.95,2.74,3.09,1.9
2,D2S2164,AFMa130wh9,8879672,20,14.05,25.95,2.74,3.1,1.9
2,D2S2326,AFMc012xf9,9206087,22.73,17.34,28.13,2.76,3.17,1.87
2,D2S162,AFM225zg5,9305268,22.73,17.34,28.13,2.76,3.19,1.86
2,D2S2243,AFMa356zh9,9746052,23.31,17.72,28.91,2.74,3.25,1.82
2,D2S287,AFM200zc11,10031996,23.32,17.72,28.91,2.71,3.26,1.79
2,D2S2169,AFMa134we5,10145041,24.73,20.54,28.91,2.7,3.26,1.78
2,D2S423,GAAT1A5,10385224,25.44,20.55,30.33,2.66,3.24,1.75
2,D2S2278,AFMb303xf1,11892883,28.48,26.63,30.33,2.29,2.92,1.57
2,D2S1400,GGAA20G10,12245407,29.24,27.55,30.92,2.19,2.82,1.53
2,D2S2377,AFMa072zc1,NA,29.66,28.4,30.92,NA,NA,NA
2,D2S262,UT595,12508566,30.23,28.4,32.06,2.12,2.74,1.5
2,D2S2199,AFMa226ye9,13589622,33.34,31.73,34.96,1.83,2.46,1.37
2,D2S2267,AFMb283xg9,14813985,34.47,32.83,36.12,1.61,2.21,1.2
2,D2S149,AFM200yg11,15041364,34.47,32.83,36.12,1.58,2.18,1.17
2,D2S312,AFM242xf10,15858039,35.12,33.27,36.96,1.49,2.09,1.03
2,D2S2355,AFMa046yh9,NA,37.04,36.25,37.83,NA,NA,NA
2,D2S272,UT868,17512552,38.99,39.67,38.31,1.4,2.04,0.78
2,D2S2346,AFM338yc1,17530755,39.35,40.38,38.31,1.4,2.04,0.78
2,D2S332,AFM270xh9,18108524,39.96,41.04,38.87,1.39,2.04,0.73
2,D2S1360,GATA11H10,18170501,39.96,41.04,38.88,1.39,2.04,0.72
2,D2S2155,AFMa116xd9,18328488,39.96,41.04,38.88,1.38,2.04,0.71
2,D2S320,AFM137xg11,19010763,39.96,41.04,38.88,1.38,2.03,0.67
2,D2S2375,AFMa070we9,19365072,41.01,42.85,39.18,1.37,2.02,0.66
2,D2S2233,AFMa341ye1,20431690,41.78,43.63,39.93,1.33,1.92,0.64
2,D2S175,AFM260xc5,20574493,41.94,43.63,40.24,1.32,1.9,0.64
2,D2S2342,AFM331we9,20963612,43.34,45.92,40.77,1.29,1.84,0.64
2,D2S2150,AFMa108yf1,21206507,43.77,46.22,41.32,1.26,1.8,0.63
2,D2S2201,AFMa238xc9,22563425,45.06,48.81,41.32,1.07,1.57,0.6
2,D2S218,Mfd270,23895625,46.17,50.32,42.03,0.93,1.37,0.52
2,D2S2221,AFMa301xc1,24396686,46.54,50.32,42.76,0.9,1.31,0.48
2,D2S1324,GAAT1F2,24519442,47.08,51.4,42.76,0.89,1.3,0.48
2,D2S2337,AFM302yf5,24987868,47.76,52.26,43.26,0.86,1.24,0.44
2,D2S73,Mfd54,25845318,47.98,52.71,43.26,0.78,1.16,0.39
2,D2S2226,AFMa309xd1,26059743,47.98,52.71,43.26,0.76,1.14,0.38
2,D2S2168,AFMa134vf1,26321525,47.98,52.71,43.26,0.72,1.13,0.36
2,D2S2170,AFMa136wh9,26394025,47.98,52.71,43.26,0.71,1.13,0.36
2,D2S2303,AFMb346ye5,26472039,47.99,52.71,43.26,0.7,1.12,0.36
2,D2S158,AFM217xh8,27622748,49.47,54.89,44.04,0.58,1.2,0.33
2,D2S2223,AFMa305wh9,27729714,49.47,54.89,44.04,0.57,1.21,0.33
2,D2S2350,AFM350ye1,28202092,49.47,54.89,44.04,0.59,1.29,0.33
2,D2S174,AFM254vc9,28540902,49.67,55.3,44.04,0.64,1.35,0.34
2,D2S2247,AFMb009xf1,28834501,50.34,56.64,44.04,0.7,1.41,0.35
2,D2S2263,AFMb082zd5,30338201,50.94,57.57,44.3,1.18,1.56,0.42
2,D2S2312,AFMb357zf5,30562944,50.94,57.57,44.3,1.23,1.57,0.44
2,D2S1322,ATA3G09,30644757,50.94,57.57,44.3,1.24,1.57,0.44
2,D2S392,AFM347ya5,NA,50.94,57.58,44.3,NA,NA,NA
2,D2S170,AFM240yf8,30812399,50.94,57.58,44.3,1.26,1.57,0.45
2,D2S146,AFM198wc5,31100525,51.48,58.13,44.83,1.28,1.58,0.47
2,D2S405,GATA8F07,31140087,51.48,58.13,44.83,1.28,1.58,0.47
2,D2S390,AFM337yf9,31274310,52.47,59.73,45.21,1.28,1.58,0.48
2,D2S2383,AFMa082xe1,NA,52.9,60.2,45.61,NA,NA,NA
2,D2S400,AFMa132zc9,32488850,54.55,63.22,45.87,1.13,1.57,0.56
2,D2S221,Mfd294,32506395,54.55,63.22,45.87,1.13,1.56,0.56
2,D2S2255,AFMb040xf5,32568859,54.66,63.22,46.09,1.12,1.56,0.57
2,D2S2283,AFMb313yd5,32732200,55.03,63.82,46.23,1.09,1.56,0.57
2,D2S352,AFM296vg9,32845541,55.21,64.19,46.23,1.07,1.56,0.58
2,D2S2203,AFMa239yd5,33379036,55.37,64.5,46.24,0.99,1.54,0.61
2,D2S2347,AFM339yf9,35183073,56.05,64.74,47.37,0.96,1.48,0.68
2,D2S367,AFM303ze1,36330952,57.89,67.61,48.17,1.08,1.46,0.69
2,D2S1325,GATA22E06,37972063,59.72,70.08,49.36,1.23,1.53,0.69
2,D2S2230,AFMa340zc9,38601107,60,70.63,49.36,1.24,1.56,0.67
2,D2S2186,AFM163xc11,39035282,61.37,72.06,50.68,1.21,1.56,0.66
2,D2S2163,AFMa130wg1,40437501,62.04,73.14,50.95,1.04,1.4,0.62
2,D2S177,AFM267zc9,40528642,62.57,74.19,50.95,1.02,1.39,0.62
2,D2S1346,ATA21D11,40768966,63.1,75.25,50.95,0.98,1.35,0.61
2,D2S2220,AFMa298yg5,41002195,63.47,75.72,51.21,0.94,1.31,0.6
2,D2S2328,AFMc014yc1,43528525,65.11,77.27,52.96,0.7,1.12,0.57
2,D2S2305,AFMb351xf1,44746633,65.75,78.53,52.96,0.83,1.27,0.6
2,D2S2306,AFMb352xg5,45483606,66.84,79.05,54.64,0.97,1.4,0.62
2,D2S2259,AFM205zb4,45930733,67.06,79.48,54.64,1.07,1.49,0.64
2,D2S414,Mfd325,NA,68.32,82.01,54.64,NA,NA,NA
2,D2S2294,AFMb325wf9,46994838,68.55,82.47,54.64,1.28,1.66,0.68
2,D2S119,AFM077yb7,47193210,68.55,82.47,54.64,1.31,1.68,0.68
2,D2S2298,AFMb330yf1,47261506,68.84,82.47,55.21,1.32,1.69,0.68
2,D2S2291,AFMb318xa9,48991867,70.8,85.82,55.78,1.36,1.69,0.68
2,D2S2240,AFMa350xh9,49212982,71.59,86.27,56.9,1.33,1.66,0.68
2,D2S2378,AFMa073yf1,49427599,71.94,86.98,56.9,1.29,1.64,0.67
2,D2S2182,AFMa191xa5,49434588,71.94,86.98,56.9,1.29,1.63,0.67
2,D2S391,AFM337yh5,49580334,72.33,87.35,57.3,1.26,1.61,0.67
2,D2S288,AFM200ze3,49714040,72.65,87.99,57.3,1.23,1.59,0.67
2,D2S2156,AFMa119ye5,55126153,76.47,93.19,59.75,0.76,0.86,0.45
2,D2S123,AFM093xh3,55156920,76.47,93.19,59.75,0.76,0.86,0.45
2,D2S2292,AFM248yd5,57516282,78.36,95.61,61.11,0.49,0.7,0.52
2,D2S2153,AFMa113zg9,58745339,78.36,95.61,61.12,0.52,0.63,0.61
2,D2S1364,GATA23H01,61802415,80.78,97.9,63.66,0.81,0.62,0.84
2,D2S2279,AFMb304yh1,62373606,81.44,97.98,64.89,0.81,0.63,0.84
2,D2S2388,AFMa086zb1,62438087,81.7,98.5,64.89,0.81,0.63,0.84
2,D2S2183,AFMa191xd1,63389218,81.7,98.51,64.89,0.79,0.65,0.82
2,D2S2315,AFMb363yf1,63577843,82.33,98.76,65.9,0.78,0.65,0.81
2,D2S393,AFM348tf1,63797770,82.33,98.76,65.9,0.77,0.66,0.79
2,D2S370,AFM310xf5,64355650,82.6,99.09,66.11,0.74,0.68,0.75
2,D2S444,GGAT4C08,64706805,82.82,99.53,66.11,0.72,0.71,0.72
2,D2S2957,GATA130A05,64786151,83.24,99.53,66.94,0.71,0.71,0.72
2,D2S357,AFM297we1,64858264,83.37,99.8,66.94,0.71,0.72,0.71
2,D2S1278,UT8053,64939253,83.37,99.8,66.94,0.7,0.72,0.71
2,D2S2198,AFM165xd8,65073369,83.46,99.99,66.94,0.7,0.73,0.69
2,D2S2160,AFMa126yd1,65103302,83.56,100.17,66.94,0.69,0.74,0.69
2,D2S386,AFM326zh9,65177111,83.56,100.17,66.94,0.69,0.74,0.69
2,D2S2332,AFMc025xe1,65564614,83.98,100.72,67.23,0.66,0.78,0.66
2,D2S337,AFM275za9,65962348,83.98,100.72,67.23,0.63,0.83,0.64
2,D2S2165,AFMa130xb5,NA,83.98,100.72,67.23,NA,NA,NA
2,D2S2225,AFMa306yf9,66920243,84.67,101.49,67.86,0.59,0.97,0.63
2,D2S2320,AFMc006yd9,67174042,84.68,101.49,67.86,0.61,1.02,0.63
2,D2S416,Mfd330,NA,84.68,101.49,67.86,NA,NA,NA
2,D2S2397,AFMa103wh1,68698831,84.9,101.71,68.08,1,1.34,0.7
2,D2S2948,ATA17C10,68795262,85.26,101.71,68.82,1.04,1.37,0.71
2,D2S2231,AFMa341xa9,69685252,87.04,105.26,68.82,1.36,1.58,0.76
2,D2S2293,AFMb322yh5,70007626,87.72,106.19,69.25,1.45,1.65,0.77
2,D2S2235,AFMa346xd9,70055933,87.84,106.19,69.5,1.46,1.66,0.78
2,D2S136,AFM172xe7,70157677,87.85,106.19,69.5,1.48,1.69,0.78
2,D2S296,AFM205yg7,70266604,87.97,106.43,69.5,1.5,1.71,0.78
2,D2S290,AFM203wb6,70753901,88.2,106.89,69.51,1.54,1.82,0.79
2,D2S166,AFM234zh2,71002848,89.11,107.35,70.88,1.53,1.88,0.79
2,D2S379,AFM320yd9,71214266,89.24,107.35,71.12,1.51,1.92,0.79
2,D2S2349,AFM349th9,71337470,89.24,107.35,71.12,1.5,1.95,0.78
2,D2S2368,AFMa059wf5,71408277,89.24,107.35,71.12,1.49,1.96,0.78
2,D2S282,AFM184yc1,71542237,89.24,107.35,71.12,1.46,1.99,0.78
2,D2S2171,AFM154xf8,72062909,90.33,108.84,71.82,1.38,2.09,0.75
2,D2S101,Mfd115,72387202,91.23,110.63,71.82,1.33,2.14,0.73
2,D2S1779,GATA72C01,72442316,91.23,110.64,71.83,1.33,2.15,0.72
2,D2S2152,AFMa111ya9,73576905,92.42,111.97,72.87,1.36,2.25,0.64
2,D2S327,AFM267ve9,74081586,92.86,112.86,72.87,1.43,2.26,0.61
2,D2S2115,AFMb286xa5,74154706,92.86,112.86,72.87,1.44,2.26,0.61
2,D2S2113,AFMa343xe9,74337570,92.86,112.86,72.87,1.47,2.25,0.6
2,D2S292,AFM203yb6,74520416,93,113.14,72.87,1.49,2.25,0.58
2,D2S291,AFM203xc3,75735007,96.39,118.74,74.03,1.52,2.12,0.53
2,D2S2112,AFMa296xc5,76176409,97.2,120.36,74.03,1.44,2.04,0.51
2,D2S2110,AFMa116zh9,76813565,97.2,120.36,74.03,1.27,1.91,0.5
2,D2S145,AFM198ta1,77219373,97.2,120.36,74.03,1.15,1.81,0.49
2,D2S2109,AFM323vf9,77381664,97.65,121.27,74.03,1.11,1.77,0.49
2,D2S286,AFM200xb2,79387415,99.99,123.91,76.06,0.82,1.37,0.46
2,D2S1777,GATA71G04,83105225,102.5,128.27,76.73,0.93,1.29,0.59
2,D2S169,AFM240vh12,83234150,102.5,128.27,76.73,0.95,1.29,0.6
2,D2S438,GATA6C12,83552338,102.54,128.28,76.81,1.02,1.27,0.62
2,D2S1262,UT2096,83778117,102.71,128.28,77.14,1.06,1.26,0.63
2,D2S329,AFM268xg5,83987313,103.36,129.11,77.6,1.09,1.24,0.65
2,D2S139,AFM177xh4,84371001,103.88,129.78,77.97,1.15,1.2,0.67
2,D2S253,UT428,85004202,104.05,129.79,78.31,1.18,1.12,0.69
2,D2S2191,AFMa210xd1,85004626,105.37,131.9,78.84,1.18,1.12,0.69
2,D2S2180,AFM161yh10,85166289,105.37,131.9,78.84,1.17,1.1,0.69
2,D2S289,AFM044xa1,87399089,107.03,133.54,80.53,0.49,1,0.56
2,D2S1396,GATA71D09,87728058,107.03,133.54,80.53,0.44,1.02,0.53
2,D2S428,GATA14B12,87762286,107.03,133.54,80.53,0.43,1.02,0.52
2,D2S2162,AFMa129xe9,88280627,107.49,133.88,81.11,0.46,1.07,0.46
2,D2S435,GATA5B07,88855484,107.75,134.38,81.11,0.58,1.14,0.39
2,D2S394,AFM350td1,89980006,107.87,134.64,81.11,0.91,1.3,0.26
2,D2S2371,AFMa061yb9,90021783,107.88,134.64,81.11,0.92,1.31,0.26
2,D2S1387,GATA62B10,90108399,107.88,134.64,81.11,0.94,1.32,0.25
2,D2S2161,AFMa126zb1,NA,108.18,134.64,81.71,NA,NA,NA
2,D2S2333,AFMc025yh5,90500758,108.81,135.91,81.71,1.02,1.36,0.22
2,D2S2232,AFMa341xh1,91056598,110.11,138.5,81.71,1.05,1.39,0.17
2,D2S388,AFM333vh5,91688370,110.11,138.5,81.72,0.99,1.39,0.14
2,D2S417,Mfd337,NA,110.47,139.22,81.72,NA,NA,NA
2,D2S2216,AFMa286zb5,93107030,111.48,141.24,81.72,0.67,1.17,0.1
2,D2S2181,AFMa190zd1,93326022,112.01,142.3,81.72,0.61,1.12,0.1
2,D2S2222,AFMa303wf5,101027057,112.9,143.37,82.43,0.32,0.57,0.15
2,D2S2175,AFMa153zg5,101792365,113.11,143.79,82.43,0.46,0.69,0.2
2,D2S2311,AFMb355zg1,102028982,113.21,143.99,82.43,0.51,0.73,0.22
2,D2S2187,AFMa196zf9,102117571,113.49,144.55,82.44,0.53,0.74,0.22
2,D2S2209,AFMa246xe9,104322046,114.83,146.54,83.12,0.72,0.97,0.42
2,D2S2264,AFMb277ze1,105554586,116.13,148.31,83.95,0.78,1.03,0.5
2,D2S2972,GATA176C01,105706997,116.13,148.31,83.95,0.79,1.04,0.51
2,D2S373,AFM316tg5,106275932,116.13,148.31,83.95,0.82,1.06,0.53
